date,volume_of_trades,strike,stock_close,stock_high,stock_low,stock_open,stock_traded_volume,divCash,expiration_date,options_close_price,options_volume,count,bid,bid_size,ask,ask_size,open_interest,delta,theta,vega,rho,epsilon,lambda,gamma,d1,d2,implied_vol,iv_error,expiration,realized_vol,realized_vol_diff_target,7_day_realized_vol_target,realized_vol_diff_bin_target,7_day_implied_vol_target,implied_vol_diff_target,implied_vol_diff_bin_target,options_close_price_7_days,options_7_day_diff,options_7_day_frac_diff,options_7_day_diff_bin,7_day_implied_7_day_forecasted_vol_diff,7_day_implied_7_day_forecasted_vol_diff_bin,current_implied_7_day_forecasted_vol_diff,current_implied_7_day_forecasted_vol_diff_bin,reported_estimate_eps_percent_diff,vix-open,vix-high,vix-low,vix-close,pos_em_count,neg_em_count,em_total_count,pos_nem_count,neu_em_count,neu_nem_count,neg_nem_count,nem_total_count,pos_total_count,neu_total_count,neg_total_count,total_count,article_sentiment,article_count,side_A,side_B,side_N,range_type_above_mean_range,range_type_below_mean_range,range_type_mean_range
2022-08-02,33939383296.0,115,114.7133024383,115.9288868123,113.3084057438,113.5873923214,20236029,0.0,2022-08-26,3.9,44.0,17.0,3.65,4.0,3.85,4.0,847.0,0.5291,-0.0815,11.7461,3.7494,-4.0059,15.6204,0.0423,0.0731,-0.0085,0.3186,0.0,24 days,0.4681549602089296,-0.0457606037495756,0.4223943564593539,-1,0.293,-0.0256,-1,3.88,-0.02,-0.0051282051282051,-1,-0.129394356459354,-1,-0.1037943564593539,-1,0.0,24.08,24.68,22.67,23.93,86.0,61.0,181.0,272.0,34.0,68.0,130.0,470.0,358.0,102.0,191.0,651.0,0.0,0.0,False,False,True,False,False,True
2022-08-02,11916523008.0,114,114.7133024383,115.9288868123,113.3084057438,113.5873923214,20236029,0.0,2022-08-12,3.08,688.0,137.0,3.05,25.0,3.15,30.0,280.0,0.5885,-0.1232,7.4144,1.772,-1.8563,22.0037,0.0634,0.2237,0.1705,0.3215,-0.0001,10 days,0.4681549602089296,-0.0457606037495756,0.4223943564593539,-1,0.4033,0.0817999999999999,1,3.33,0.25,0.0811688311688311,1,-0.0190943564593539,-1,-0.1008943564593539,-1,0.0,24.08,24.68,22.67,23.93,86.0,61.0,181.0,272.0,34.0,68.0,130.0,470.0,358.0,102.0,191.0,651.0,0.0,0.0,False,False,True,False,True,False
2022-08-02,11916523008.0,114,114.7133024383,115.9288868123,113.3084057438,113.5873923214,20236029,0.0,2022-08-19,3.9,280.0,65.0,3.6,26.0,3.8,20.0,12816.0,0.5752,-0.0979,9.7355,2.9028,-3.0845,16.977,0.048,0.1897,0.1188,0.3283,0.0002,17 days,0.4681549602089296,-0.0457606037495756,0.4223943564593539,-1,0.3242,-0.0040999999999999,-1,4.05,0.1499999999999999,0.0384615384615384,1,-0.0981943564593539,-1,-0.0940943564593539,-1,0.0,24.08,24.68,22.67,23.93,86.0,61.0,181.0,272.0,34.0,68.0,130.0,470.0,358.0,102.0,191.0,651.0,0.0,0.0,False,False,True,False,True,False
2022-08-02,11916523008.0,114,114.7133024383,115.9288868123,113.3084057438,113.5873923214,20236029,0.0,2022-08-26,4.89,71.0,23.0,4.3,20.0,4.45,4.0,297.0,0.5673,-0.0907,11.6096,3.973,-4.2946,13.3558,0.037,0.1695,0.0773,0.3593,0.0,24 days,0.4681549602089296,-0.0457606037495756,0.4223943564593539,-1,0.3469,-0.0124,-1,4.99,0.1000000000000005,0.0204498977505113,1,-0.0754943564593539,-1,-0.0630943564593539,-1,0.0,24.08,24.68,22.67,23.93,86.0,61.0,181.0,272.0,34.0,68.0,130.0,470.0,358.0,102.0,191.0,651.0,0.0,0.0,False,False,True,False,True,False
2022-08-02,8075475200.0,116,114.7133024383,115.9288868123,113.3084057438,113.5873923214,20236029,0.0,2022-08-12,1.99,866.0,243.0,1.91,31.0,2.0,4.0,448.0,0.4567,-0.1204,7.5577,1.3861,-1.4407,26.4275,0.067,-0.1086,-0.1599,0.3103,0.0,10 days,0.4681549602089296,-0.0457606037495756,0.4223943564593539,-1,0.3642,0.0539,1,1.88,-0.1100000000000001,-0.0552763819095477,-1,-0.0581943564593539,-1,-0.1120943564593539,-1,0.0,24.08,24.68,22.67,23.93,86.0,61.0,181.0,272.0,34.0,68.0,130.0,470.0,358.0,102.0,191.0,651.0,0.0,0.0,False,False,True,True,False,False
2022-08-02,8075475200.0,116,114.7133024383,115.9288868123,113.3084057438,113.5873923214,20236029,0.0,2022-08-19,2.86,458.0,169.0,2.56,51.0,2.68,4.0,22202.0,0.477,-0.0975,9.8959,2.425,-2.5581,19.2082,0.0495,-0.0574,-0.1273,0.3237,-0.0001,17 days,0.4681549602089296,-0.0457606037495756,0.4223943564593539,-1,0.3142,-0.0095,-1,2.78,-0.08,-0.027972027972028,-1,-0.1081943564593539,-1,-0.0986943564593539,-1,0.0,24.08,24.68,22.67,23.93,86.0,61.0,181.0,272.0,34.0,68.0,130.0,470.0,358.0,102.0,191.0,651.0,0.0,0.0,False,False,True,True,False,False
2022-08-02,8075475200.0,116,114.7133024383,115.9288868123,113.3084057438,113.5873923214,20236029,0.0,2022-08-26,3.3,76.0,20.0,3.2,1.0,3.35,4.0,622.0,0.4853,-0.0788,11.7696,3.4572,-3.6741,16.9375,0.0438,-0.0367,-0.1156,0.3078,-0.0002,24 days,0.4681549602089296,-0.0457606037495756,0.4223943564593539,-1,0.3105,0.0026999999999999,1,3.5,0.2000000000000001,0.0606060606060606,1,-0.1118943564593539,-1,-0.1145943564593539,-1,0.0,24.08,24.68,22.67,23.93,86.0,61.0,181.0,272.0,34.0,68.0,130.0,470.0,358.0,102.0,191.0,651.0,0.0,0.0,False,False,True,True,False,False
2022-08-03,44374819248.0,118,117.6526253098,118.1906708524,115.0620356604,115.2912032063,28499014,0.0,2022-08-12,2.36,2190.0,410.0,2.2,4.0,2.26,4.0,1332.0,0.5198,-0.1306,7.3879,1.4554,-1.5136,26.006,0.0694,0.0498,0.0012,0.3093,0.0002,9 days,0.4551944751124339,-0.0274962346072277,0.4276982405052061,-1,0.2802,-0.0291,-1,2.07,-0.29,-0.1228813559322034,-1,-0.1474982405052061,-1,-0.1183982405052061,-1,0.0,23.86,23.92,21.68,21.95,116.0,38.0,187.0,217.0,33.0,77.0,125.0,419.0,333.0,110.0,163.0,606.0,0.0,0.0,True,False,False,False,False,True
2022-08-03,44374819248.0,118,117.6526253098,118.1906708524,115.0620356604,115.2912032063,28499014,0.0,2022-08-19,2.95,3346.0,439.0,2.9,4.0,2.95,4.0,1536.0,0.5231,-0.0927,9.8461,2.5785,-2.7078,20.934,0.0556,0.058,-0.0025,0.2893,0.0002,16 days,0.4551944751124339,-0.0274962346072277,0.4276982405052061,-1,0.2678,-0.0215,-1,3.0,0.0499999999999998,0.0169491525423728,1,-0.1598982405052061,-1,-0.1383982405052061,-1,0.0,23.86,23.92,21.68,21.95,116.0,38.0,187.0,217.0,33.0,77.0,125.0,419.0,333.0,110.0,163.0,606.0,0.0,0.0,True,False,False,False,False,True
2022-08-03,44374819248.0,118,117.6526253098,118.1906708524,115.0620356604,115.2912032063,28499014,0.0,2022-08-26,3.64,167.0,73.0,3.45,4.0,3.6,3.0,396.0,0.5262,-0.0799,11.7995,3.6859,-3.9153,17.0711,0.0451,0.0657,-0.0089,0.2974,0.0,23 days,0.4551944751124339,-0.0274962346072277,0.4276982405052061,-1,0.2663,-0.0311,-1,3.65,0.0099999999999997,0.0027472527472526,1,-0.1613982405052061,-1,-0.1302982405052061,-1,0.0,23.86,23.92,21.68,21.95,116.0,38.0,187.0,217.0,33.0,77.0,125.0,419.0,333.0,110.0,163.0,606.0,0.0,0.0,True,False,False,False,False,True
2022-08-03,44374819248.0,118,117.6526253098,118.1906708524,115.0620356604,115.2912032063,28499014,0.0,2022-09-02,4.12,271.0,34.0,4.0,20.0,4.1,4.0,103.0,0.5289,-0.0697,13.4697,4.7945,-5.1331,15.16,0.0399,0.0725,-0.0118,0.2941,0.0,30 days,0.4551944751124339,-0.0274962346072277,0.4276982405052061,-1,0.2802,-0.0138999999999999,-1,4.35,0.2299999999999995,0.0558252427184464,1,-0.1474982405052061,-1,-0.1335982405052062,-1,0.0,23.86,23.92,21.68,21.95,116.0,38.0,187.0,217.0,33.0,77.0,125.0,419.0,333.0,110.0,163.0,606.0,0.0,0.0,True,False,False,False,False,True
2022-08-03,10834558752.0,117,117.6526253098,118.1906708524,115.0620356604,115.2912032063,28499014,0.0,2022-08-12,2.8,1307.0,294.0,2.79,55.0,2.86,4.0,1324.0,0.5921,-0.1226,7.199,1.6549,-1.7239,24.9653,0.0707,0.2329,0.1864,0.2961,0.0001,9 days,0.4551944751124339,-0.0274962346072277,0.4276982405052061,-1,0.2851,-0.0109999999999999,-1,2.89,0.0900000000000003,0.0321428571428572,1,-0.1425982405052061,-1,-0.1315982405052062,-1,0.0,23.86,23.92,21.68,21.95,116.0,38.0,187.0,217.0,33.0,77.0,125.0,419.0,333.0,110.0,163.0,606.0,0.0,0.0,True,False,False,False,True,False
2022-08-03,10834558752.0,117,117.6526253098,118.1906708524,115.0620356604,115.2912032063,28499014,0.0,2022-08-19,3.5,848.0,197.0,3.45,75.0,3.6,88.0,2607.0,0.5782,-0.0922,9.6724,2.8395,-2.993,19.5035,0.0542,0.1974,0.1363,0.2917,0.0002,16 days,0.4551944751124339,-0.0274962346072277,0.4276982405052061,-1,0.2885,-0.0032,-1,3.8,0.2999999999999998,0.0857142857142856,1,-0.1391982405052061,-1,-0.1359982405052061,-1,0.0,23.86,23.92,21.68,21.95,116.0,38.0,187.0,217.0,33.0,77.0,125.0,419.0,333.0,110.0,163.0,606.0,0.0,0.0,True,False,False,False,True,False
2022-08-03,10834558752.0,117,117.6526253098,118.1906708524,115.0620356604,115.2912032063,28499014,0.0,2022-08-26,4.38,29.0,23.0,4.05,4.0,4.2,4.0,229.0,0.5688,-0.084,11.6483,3.9568,-4.2328,15.3371,0.0418,0.1735,0.094,0.3165,0.0,23 days,0.4551944751124339,-0.0274962346072277,0.4276982405052061,-1,0.2745,-0.0419999999999999,-1,4.35,-0.0300000000000002,-0.0068493150684932,-1,-0.1531982405052061,-1,-0.1111982405052061,-1,0.0,23.86,23.92,21.68,21.95,116.0,38.0,187.0,217.0,33.0,77.0,125.0,419.0,333.0,110.0,163.0,606.0,0.0,0.0,True,False,False,False,True,False
2022-08-03,10834558752.0,117,117.6526253098,118.1906708524,115.0620356604,115.2912032063,28499014,0.0,2022-09-02,4.63,31.0,15.0,4.5,24.0,4.8,20.0,74.0,0.5688,-0.069,13.3034,5.1404,-5.521,14.5057,0.0394,0.1735,0.0892,0.2939,0.0001,30 days,0.4551944751124339,-0.0274962346072277,0.4276982405052061,-1,0.2724,-0.0215,-1,4.86,0.2300000000000004,0.0496760259179266,1,-0.1552982405052062,-1,-0.1337982405052061,-1,0.0,23.86,23.92,21.68,21.95,116.0,38.0,187.0,217.0,33.0,77.0,125.0,419.0,333.0,110.0,163.0,606.0,0.0,0.0,True,False,False,False,True,False
2022-08-03,14241766080.0,118,117.6526253098,118.1906708524,115.0620356604,115.2912032063,28499014,0.0,2022-08-12,2.36,2190.0,410.0,2.2,4.0,2.26,4.0,1332.0,0.5198,-0.1306,7.3879,1.4554,-1.5136,26.006,0.0694,0.0498,0.0012,0.3093,0.0002,9 days,0.4551944751124339,-0.0274962346072277,0.4276982405052061,-1,0.2802,-0.0291,-1,2.07,-0.29,-0.1228813559322034,-1,-0.1474982405052061,-1,-0.1183982405052061,-1,0.0,23.86,23.92,21.68,21.95,116.0,38.0,187.0,217.0,33.0,77.0,125.0,419.0,333.0,110.0,163.0,606.0,0.0,0.0,True,False,False,True,False,False
2022-08-03,14241766080.0,118,117.6526253098,118.1906708524,115.0620356604,115.2912032063,28499014,0.0,2022-08-19,2.95,3346.0,439.0,2.9,4.0,2.95,4.0,1536.0,0.5231,-0.0927,9.8461,2.5785,-2.7078,20.934,0.0556,0.058,-0.0025,0.2893,0.0002,16 days,0.4551944751124339,-0.0274962346072277,0.4276982405052061,-1,0.2678,-0.0215,-1,3.0,0.0499999999999998,0.0169491525423728,1,-0.1598982405052061,-1,-0.1383982405052061,-1,0.0,23.86,23.92,21.68,21.95,116.0,38.0,187.0,217.0,33.0,77.0,125.0,419.0,333.0,110.0,163.0,606.0,0.0,0.0,True,False,False,True,False,False
2022-08-03,14241766080.0,118,117.6526253098,118.1906708524,115.0620356604,115.2912032063,28499014,0.0,2022-08-26,3.64,167.0,73.0,3.45,4.0,3.6,3.0,396.0,0.5262,-0.0799,11.7995,3.6859,-3.9153,17.0711,0.0451,0.0657,-0.0089,0.2974,0.0,23 days,0.4551944751124339,-0.0274962346072277,0.4276982405052061,-1,0.2663,-0.0311,-1,3.65,0.0099999999999997,0.0027472527472526,1,-0.1613982405052061,-1,-0.1302982405052061,-1,0.0,23.86,23.92,21.68,21.95,116.0,38.0,187.0,217.0,33.0,77.0,125.0,419.0,333.0,110.0,163.0,606.0,0.0,0.0,True,False,False,True,False,False
